id,Prediction
0,4227951.39155596
1,3950875.52392994
2,3448753.54596196
3,3432822.66762258
4,3677534.33400556
5,4610193.38806069
6,4136624.76207697
7,3788299.49435783
8,4756183.71149801
9,4115820.39183172
10,4613685.00488069
11,4307046.26760738
12,4491159.49771996
13,4508789.8683324
14,4447385.0083751
15,4701068.13937282
16,4790679.76704098
17,3713087.5505752
18,4794785.92835821
19,3796472.33074167
20,3207146.5091858
21,4736520.05455726
22,4243872.53418199
23,4903046.38807417
24,4939727.29591989
25,4110848.29964506
26,3830039.24066679
27,4693034.24123725
28,3625754.65821389
29,4671322.090698
30,4065897.44956489
31,3427309.04681499
32,3519252.18240121
33,4562947.29688105
34,3439316.65742015
35,4480743.90321694
36,3880974.08622058
37,4445920.63626305
38,3809836.58926575
39,3722707.01532484
40,4710090.4559904
41,4511124.45561614
42,4626999.21410521
43,4457683.75695152
44,4926306.35263349
45,4216159.63649398
46,3359710.3696416
47,3283417.31959119
48,4955745.93911523
49,4088663.02773176
50,4494201.83123239
51,3857279.8078886
52,4852530.99071941
53,3516224.00529886
54,3760670.60229355
55,4599336.56084964
56,4977252.68713835
57,3953287.73755134
58,4610433.31000627
59,4828407.01267928
60,3349633.72453605
61,3887045.51985158
62,4330308.13362426
63,4133157.30684873
64,4625211.28876265
65,4943290.12520845
66,4501955.30326336
67,5098054.7700656
68,5022750.58920737
69,4678537.13052263
70,4169252.1135469
71,3507215.69820048
72,4549745.7542972
73,3988848.32013737
74,4698060.73791007
75,4353820.22271365
76,4667424.00320842
77,3924281.19729433
78,4616825.60530335
79,4414062.91865067
80,5008883.07832334
81,4456171.81080174
82,4004607.62758621
83,4285246.47634572
84,4948474.70955527
85,3050605.85896743
86,4436804.25084485
87,4537470.79435372
88,4298312.87215949
89,3854117.5045912
90,4778466.05478233
91,4163668.114316
92,4053552.56616477
93,4062626.3768372
94,4858616.50706271
95,3821228.26133412
96,4475633.57900235
97,4436987.22070879
98,4112195.02320305
99,4675804.07942111
100,4074185.24836135
101,3519736.03140988
102,3629110.84722509
103,3414769.07801709
104,3912833.37085578
105,3831084.3271066
106,4320621.00889743
107,4389580.5369136
108,4463345.17241597
109,4456934.66349002
110,4851475.86520855
111,3948582.34560907
112,4821096.53124261
113,4493869.81413613
114,4093775.40994624
115,4800260.50203636
116,3410274.38221717
117,4990332.17938678
118,4185522.15548112
119,4609902.54652359
120,4993474.10314039
121,4684760.37323996
122,4187666.03846395
123,4951226.69453101
124,3569778.5487357
125,4041955.59870624
126,4799446.33477048
127,3946861.45560958
128,3739223.31823436
129,4420238.73044472
130,3373748.24942653
131,4606013.27873976
132,4812138.30650553
133,3901931.49298155
134,4497743.61533842
135,4257302.056922
136,4026261.9491411
137,4322256.4659571
138,3931659.11530433
139,4629758.27185393
140,5053743.06514703
141,3194000.59769802
142,4467475.1570079
143,3399081.02618032
144,4579451.2577754
145,4032095.64637335
146,4839263.86125511
147,3840281.75167785
148,4441643.32534549
149,4543660.24212871
150,3997979.61643145
151,3764554.35733033
152,4682541.97467864
153,4929504.75541356
154,4020287.93872273
155,4675781.39386109
156,4901030.68112145
157,4759918.81652815
158,3733706.25158055
159,4104541.26954242
160,3475320.43102477
161,4117698.36666903
162,3962636.71941614
163,4943944.9622196
164,5131107.78581286
165,3510629.68299149
166,4427849.32237398
167,3737102.31642817
168,4345703.8708912
169,4925554.70862733
170,4226765.077362
171,3352457.02562876
172,3788460.47672882
173,4343860.68854577
174,4380622.43894231
175,3485606.47894051
176,5021852.43521617
177,4831762.37009772
178,4328441.23448746
179,3637996.13123015
180,4277579.34612439
181,4188726.40233331
182,4657988.4600792
183,4313246.21094205
184,4654771.0819439
185,3785948.00090783
186,4128113.34035272
187,4874339.84818559
188,4937742.44270435
189,4665384.5157922
190,4365297.74627063
191,4876431.42174545
192,4863366.65812684
193,3724973.9419778
194,4536480.86750535
195,4538919.72238514
196,4240189.586176
197,3319262.22822963
198,3808877.07067284
199,4324667.47700885
200,4348241.05439363
201,3729485.59527051
202,4389505.59288017
203,4444573.09755544
204,4571364.3002667
205,4414466.69149502
206,4597557.30155078
207,4371210.19658393
208,4504642.51927907
209,4064381.07272839
210,4739748.62720209
211,4643773.12202853
212,3572995.35606786
213,3494481.23995145
214,5008264.59288941
215,3020101.11048099
216,4644110.94039735
217,4639739.85745012
218,4389274.76062305
219,3110826.60773182
220,4856098.09410759
221,4768247.38563436
222,4792787.62100213
223,4141013.29370944
224,4943924.7522458
225,4300233.84448448
226,3687645.8876277
227,4986551.00204337
228,3528584.57192797
229,4845203.93001356
230,4590778.57158676
231,5011985.10367013
232,4655312.64991453
233,4319135.39615777
234,3459142.39194551
235,4784168.54687171
236,4273309.1188747
237,4007796.95279593
238,3938404.02483265
239,4281236.3064455
240,4394298.27689923
241,3962347.16712259
242,3361000.73338911
243,4252948.20495297
244,4775486.65338864
245,4624544.62519222
246,4137705.84735387
247,4740016.06299415
248,4286707.8011061
249,4257199.4647561
250,3349294.6392288
251,4607087.73180022
252,5043354.48260158
253,4198771.43455985
254,4612922.7759523
255,3790158.68186544
256,4428578.24047412
257,4240307.68425537
258,3973142.60354298
259,4076639.07827243
260,4274825.06003343
261,3892773.69201636
262,5016940.40259233
263,4198941.48224382
264,3181227.24606852
265,4837949.68278286
266,4244313.57957119
267,5094969.16623641
268,4814679.28499361
269,4302358.93841456
270,3875701.19954128
271,3332307.33016529
272,4858009.68718826
273,4590756.75550746
274,4065778.87911952
275,4976229.88069728
276,5022677.19121771
277,4775208.00260352
278,4480527.74249816
279,4300835.12593479
280,4940402.03483421
281,3713664.56581986
282,3379048.32655519
283,4011678.47825222
284,4881158.18101643
285,3286005.39957176
286,4986018.83043266
287,4135368.29690316
288,4357837.84407336
289,3659958.81116646
290,4437341.70926948
291,4378649.53966657
292,3485822.30259326
293,4518053.54670628
294,3826346.49081729
295,4979461.15446577
296,4564210.36139574
297,4929801.4881873
298,4391645.90038034
299,4878163.41226932
300,4517693.66593763
301,4652713.55446304
302,4720820.63798818
303,4632923.06705105
304,4260433.6111654
305,4720960.44966842
306,4228432.06043553
307,4591387.62038209
308,3143156.23715778
309,4069271.21436298
310,4594684.31875
311,4046821.08322655
312,3478081.56581798
313,4441203.76638875
314,3514239.27653509
315,3901330.34082176
316,3442043.37169756
317,4446257.5466583
318,4779977.12387248
319,3920548.98340336
320,3940331.69386717
321,3586872.11713696
322,4281631.16484943
323,4563946.53124576
324,4605118.46834661
325,3942156.80766944
